Id,Prediction
11813,3960924.82888
11814,5302935.87137
11815,3982682.65992
11816,3828754.56805
11817,4822407.88214
11818,4624762.05346
11819,3745582.39114
11820,4294063.31378
11821,4433610.58097
11822,3498287.63563
11823,4240138.82815
11824,4241106.52726
11825,4295979.79181
11826,4433909.23912
11827,4239193.71833
11828,4315536.94534
11829,5094623.51741
11830,4817420.17513
11831,4345257.61457
11832,4402111.85418
11833,4638219.9577
11834,4861698.95041
11835,4022107.71979
11836,4765475.90706
11837,4006501.45883
11838,4256411.64594
11839,4812354.71647
11840,4513340.97897
11841,4224670.06592
11842,3521504.21864
11843,5427899.91924
11844,4395606.34323
11845,3848285.69022
11846,3823492.85076
11847,4400425.04686
11848,3137324.75346
11849,4545547.68383
11850,4562449.54753
11851,5389616.67653
11852,3953408.5924
11853,3573128.24211
11854,4018994.78167
11855,3365408.41043
11856,5155323.30613
11857,4837236.10733
11858,5244168.17885
11859,4271401.21482
11860,5566237.0361
11861,4503781.23709
11862,3737869.95303
11863,4674188.64844
11864,4901600.48608
11865,4489143.72126
11866,5478298.81047
11867,3634496.47815
11868,6677805.0798
11869,4601036.00358
11870,4466186.75275
11871,4529615.40871
11872,3825774.7559
11873,3608963.55467
11874,5253688.79983
11875,5044814.80746
11876,3315212.05016
11877,5732241.70285
11878,3889946.35203
11879,5647311.62982
11880,5208596.23335
11881,4022724.71076
11882,6704030.57636
11883,5089631.5575
11884,4441337.41386
11885,5006413.97737
11886,3646045.41807
11887,3512149.40266
11888,4903091.56336
11889,3674448.41911
11890,6443314.84342
11891,3402431.71062
11892,3442834.52728
11893,4613892.73311
11894,3955292.10956
11895,5229677.81361
11896,4593970.84748
11897,4099771.17301
11898,5707809.04991
11899,4422433.4457
11900,3328778.23858
11901,4804671.00741
11902,3839690.94589
11903,4036594.22171
11904,6357151.4482
11905,4481371.66884
11906,4984625.86719
11907,3957675.99248
11908,5063731.86735
11909,4325116.24725
11910,6777814.00468
11911,5049498.86122
11912,5241404.36204
11913,4476446.65453
11914,4640755.46975
11915,4711079.61646
11916,4537994.52705
11917,4865774.67535
11918,3177056.4417
11919,4658662.45474
11920,3765697.54036
11921,3278458.51838
11922,4085354.60806
11923,3681550.49251
11924,4623000.51055
11925,4108108.64352
11926,3830518.6334
11927,4389497.69427
11928,3978950.98418
11929,3110665.39042
11930,4595070.35847
11931,4047288.37686
11932,4829629.88057
11933,3541413.76945
11934,3866366.73766
11935,4119935.77148
11936,3906872.74269
11937,4258098.64779
11938,4569974.04125
11939,3826969.30757
11940,4608598.40964
11941,4034853.08381
11942,3932370.9823
11943,5005654.01847
11944,4895014.6948
11945,4417057.00113
11946,3688244.5262
11947,5250639.56372
11948,4321353.88028
11949,5336192.08849
11950,4308676.31455
11951,3587977.36528
11952,3572319.89048
11953,5305418.44013
11954,5915477.55917
11955,4196301.79136
11956,3596609.97587
11957,3694473.75895
11958,3964656.69964
11959,4028710.91625
11960,4191286.96645
11961,5099813.60117
11962,4467795.51868
11963,3468632.61274
11964,4341780.64353
11965,4269668.09509
11966,3635165.98919
11967,4246605.94694
11968,4840584.25609
11969,4156925.79271
11970,4417755.25693
11971,4255848.23935
11972,4558429.4561
11973,3616988.21242
11974,4648181.05334
11975,5649598.44856
11976,4272508.63323
11977,4646081.73711
11978,4774480.80507
11979,4277133.16139
11980,4307184.00516
11981,4937939.30521
11982,3774943.82788
11983,4485013.56602
11984,4314296.13469
11985,4877956.9043
11986,3480021.50707
11987,4351978.51958
11988,4061759.21305
11989,4543196.38763
11990,4561636.67742
11991,4995275.37322
11992,3725196.98325
11993,3152710.42684
11994,4152141.73615
11995,3968964.24679
11996,4539669.89628
11997,4384518.8191
11998,4795410.25726
11999,4081988.89089
12000,4345249.9755
12001,4701295.48183
12002,4940173.05686
12003,4716186.98676
12004,4042790.5885
12005,4266709.73746
12006,4534952.73545
12007,4638062.06692
12008,3485586.20195
12009,4436685.94381
12010,4343820.35688
12011,3869484.8495
12012,4279083.8059
12013,3583135.08217
12014,3939274.81968
12015,5377561.46226
12016,4318094.08954
12017,4015481.35585
12018,3969421.27091
12019,4111889.2002
12020,4705046.15845
12021,3240414.49618
12022,3888921.78149
12023,4404535.96502
12024,4315465.02571
12025,4439210.76468
12026,3389356.14781
12027,4039282.96374
12028,3963339.88404
12029,5342617.27075
12030,4444221.05035
12031,4395383.31448
12032,4513526.83533
12033,4032633.28303
12034,4694178.37182
12035,4357170.53814
12036,4036810.30155
12037,3536633.84255
12038,3728204.00277
12039,4383436.06241
12040,4498894.62248
12041,4245733.26521
12042,3497227.46278
12043,3767555.91988
12044,4515089.00218
12045,3948661.34991
12046,3754024.67723
12047,4221848.23183
12048,4652637.85341
12049,5005497.5011
12050,4505968.7775
12051,2762815.37179
12052,4636311.36586
12053,4187849.8536
12054,4145034.73169
12055,4360205.41615
12056,6091539.65415
12057,3258584.11763
12058,4328573.90981
12059,4722516.77857
12060,3917690.94492
12061,4120646.29298
12062,3997034.04743
12063,3021948.24457
12064,4471805.7026
12065,4911302.94489
12066,3415421.5492
12067,4139414.13534
12068,4557366.65685
12069,5264959.44114
12070,4908767.58227
12071,3194041.76731
12072,4513803.16097
12073,4734811.13048
12074,3854433.75593
12075,3822829.32287
12076,3719286.87871
12077,3673342.93519
12078,4064189.14359
12079,5034808.49688
12080,3869963.95831
12081,3682196.27058
12082,3846007.86228
12083,4409920.39349
12084,4933161.86401
12085,4675185.85356
12086,4125012.53415
12087,4275705.7054
12088,4441669.39889
12089,4124039.89179
12090,4192674.92946
12091,5104957.82148
12092,4555139.44215
12093,4396568.38113
12094,4900952.01338
12095,4378444.12193
12096,3558315.45037
12097,4868513.34027
12098,3829244.02552
12099,4878030.191
12100,3634260.18096
12101,5327821.6706
12102,3831078.6378
12103,4355436.40775
12104,4327249.65481
12105,4902140.98895
12106,5031430.34332
12107,5602357.89119
12108,4508297.17796
12109,4472590.42664
12110,3739525.08864
12111,4593750.4409
12112,3900624.1616
12113,4543383.37099
12114,2971163.50141
12115,4549691.3117
12116,3732347.54958
12117,4379062.02737
12118,4898483.44691
12119,4766922.40087
12120,5097082.85698
12121,5374496.31182
12122,3718633.78994
12123,4148819.98423
12124,4119547.94835
12125,4533374.07705
12126,3845658.46441
12127,4225297.15046
12128,3558405.42883
12129,4457057.62554
12130,4019880.14954
12131,4006454.41566
12132,4272244.05989
12133,4618249.10067
12134,3861411.97306
12135,4105628.84543
12136,4935273.8528
12137,3726665.14599
12138,4139097.05508
12139,5281802.97222
12140,3929312.11223
12141,4110725.76795
12142,3022700.54758
12143,3729646.68317
12144,4818800.23725
12145,3969999.31254
12146,4340370.48451
12147,4080609.5304
12148,3899486.70746
12149,5145929.69532
12150,3703810.90223
12151,3233431.68045
12152,4907538.85082
12153,4635071.74767
12154,4213879.95898
12155,4064999.35918
12156,4277112.86133
12157,5424904.14476
12158,4432141.50164
12159,4343109.34081
12160,5423614.91949
12161,4752249.26547
12162,4409573.99502
12163,5192584.74431
12164,4006673.67394
12165,3992726.61419
12166,4420160.69049
12167,4162543.92818
12168,3417878.47375
12169,4019904.71854
12170,4205913.7841
12171,3585192.01119
12172,7906749.58215
12173,4392726.01474
12174,4838074.3139
12175,3873116.97102
12176,3897102.64507
12177,3766807.53155
12178,4037573.72411
12179,3979937.36071
12180,3754797.40411
12181,5030823.7861
12182,4610666.36885
12183,3737587.56241
12184,5265060.09622
12185,3709627.36149
12186,4843543.39812
12187,4007160.30066
12188,3850367.56382
12189,3740170.34296
12190,3775876.92787
12191,4196659.50572
12192,5646858.17113
12193,3865525.06231
12194,4530634.26666
12195,4548227.60858
12196,3513071.69195
12197,4487802.87888
12198,4044045.95888
12199,3614772.42769
12200,4152685.06181
12201,4439709.80846
12202,3894648.88566
12203,4720135.30047
12204,3445789.0885
12205,4180160.89104
12206,3884638.24456
12207,4287833.41783
12208,3915948.58222
12209,4251314.37461
12210,4222881.97895
12211,5175937.6311
12212,4273552.07193
12213,5465722.47032
12214,3511498.79648
12215,5228917.61051
12216,4344948.33586
12217,6212416.34482
12218,5293455.20241
12219,4103890.40608
12220,6064241.04642
12221,4640734.65711
12222,5149017.54084
12223,4085335.07212
12224,4461506.15363
12225,4727836.01383
12226,4032611.52494
12227,4318115.81568
12228,4163391.76404
12229,4404500.98904
12230,3662828.64673
12231,3604010.3503
12232,5267353.67131
12233,5126414.95691
12234,4312989.50809
12235,5330493.34687
12236,4623731.25983
12237,4643896.32233
12238,3766881.37619
12239,4944708.78933
12240,3502877.4065
12241,3255059.50995
12242,4586065.74931
12243,3766517.01762
12244,4697380.14911
12245,3074876.98762
12246,3540189.86071
12247,3351729.43032
12248,4135707.91775
12249,3864786.81852
12250,4998742.72314
12251,4780929.93194
12252,3870456.37175
12253,4248492.69481
12254,3845719.11726
12255,4526670.90571
12256,3631282.79873
12257,3725720.14382
12258,4328651.3982
12259,4162110.96839
12260,4247747.99418
12261,4258807.91473
12262,5024268.8558
12263,3711476.08687
12264,7432734.7765
12265,3360163.15011
12266,4254421.68672
12267,4809244.23105
12268,4013042.97013
12269,4599263.68008
12270,4897749.43877
12271,3990486.12058
12272,4029021.68879
12273,4519512.03901
12274,3823786.49712
12275,4427272.89197
12276,3307940.46883
12277,4431287.5346
12278,3928235.04724
12279,4334836.61191
12280,5620043.8561
12281,4096471.01512
12282,4324727.44678
12283,4662421.29558
12284,3946327.07481
12285,3711547.34322
12286,3865967.03796
12287,3676718.41808
12288,3696296.11673
12289,3380110.39561
12290,3949504.07933
12291,4453462.30673
12292,4336863.40035
12293,5011062.88002
12294,4137158.18985
12295,3873606.22495
12296,3282063.10235
12297,3364654.26039
12298,4348080.52081
12299,5092243.01851
12300,3368188.97542
12301,5105595.2969
12302,4141547.97793
12303,4294439.56329
12304,5067708.7347
12305,3818098.89917
12306,4735203.90079
12307,4175748.01061
12308,4022469.05041
12309,4918763.99288
12310,4727211.39066
12311,4704979.23752
12312,4073233.45625
12313,3060638.6178
12314,4573838.51161
12315,2987557.71447
12316,4973181.92727
12317,3795336.23657
12318,3873431.85029
12319,4322318.00637
12320,4261442.19241
12321,3988263.96213
12322,3787652.91835
12323,3537604.7083
12324,4130579.05797
12325,5048456.89189
12326,4570309.905
12327,5141371.06968
12328,3588191.45833
12329,4145636.11438
12330,5521159.26071
12331,5724584.42422
12332,2966713.90346
12333,4281702.00527
12334,3818129.13044
12335,3812815.5431
12336,7309730.94132
12337,4024053.51521
12338,4276210.42167
12339,5276743.00378
12340,3447298.16476
12341,4116144.43592
12342,3456334.54996
12343,3265328.39946
12344,3727845.97387
12345,4446620.52672
12346,4723052.36279
12347,4548447.6493
12348,4662168.88235
12349,4383028.67178
12350,3239858.3321
12351,4405919.38865
12352,5144845.07797
12353,4325737.09359
12354,4612196.93236
12355,4658085.36694
12356,3607342.47489
12357,3548704.23378
12358,4843814.35128
12359,4207931.26373
12360,4519009.5734
12361,4818424.25656
12362,3185063.98507
12363,4531361.36656
12364,3399589.89883
12365,3950506.79276
12366,3574247.78231
12367,4114251.45715
12368,4499548.03695
12369,4428616.74609
12370,5371512.74987
12371,4240445.70351
12372,3896067.20225
12373,3947331.81568
12374,3476471.96562
12375,3834614.48653
12376,4796404.2505
12377,3524186.89999
12378,4088989.88805
12379,4482572.98335
12380,4048973.65148
12381,4532583.85564
12382,3962931.12286
12383,5055800.50291
12384,5420142.71679
12385,3745763.66093
12386,3513318.05886
12387,3755814.66232
12388,3641176.13456
12389,4786661.06652
12390,4236759.45303
12391,3488164.00829
12392,4319067.60074
12393,4159016.62761
12394,4339282.51422
12395,4250543.40795
12396,4099890.32273
12397,4438053.67084
12398,4192470.26385
12399,4297733.40487
12400,4652234.48571
12401,4492621.76529
12402,5910592.80627
12403,3968915.12053
12404,4168180.07348
12405,3779565.82952
12406,5359226.81713
12407,3723129.49169
12408,3809435.47441
12409,3370998.01257
12410,3592568.05095
12411,4237508.9367
12412,5248920.05885
12413,4335783.43486
12414,3860601.40518
12415,5395803.88961
12416,4346517.80448
12417,5382378.14211
12418,3807664.1567
12419,5073129.9509
12420,4561837.62082
12421,4143774.77805
12422,3851778.77295
12423,4628893.99131
12424,5608002.06987
12425,4773041.66024
12426,3391453.13062
12427,4391394.99468
12428,4955572.86159
12429,4231279.73497
12430,3727461.19235
12431,6278756.33377
12432,3664969.44979
12433,4301690.22045
12434,4187363.78962
12435,4026357.72415
12436,3511027.04089
12437,3666901.79754
12438,4876831.45267
12439,4423728.39912
12440,4414370.99657
12441,5009563.01136
12442,4634271.53886
12443,4857346.91197
12444,4160610.635
12445,3277436.53454
12446,4204923.65045
12447,4575978.39284
12448,3600075.96024
12449,3388357.74169
12450,4069177.52517
12451,3844657.56794
12452,4788304.46978
12453,3851689.53451
12454,4657278.96141
12455,4063598.13588
12456,4524738.442
12457,4719812.00869
12458,4532877.45819
12459,3528666.14631
12460,4758621.83281
12461,4201116.86416
12462,3394610.07191
12463,5558865.39594
12464,4301679.33966
12465,3739102.2029
12466,4133937.82199
12467,5436978.00709
12468,3776893.59904
12469,4940992.60071
12470,3995492.34361
12471,4338599.07439
12472,4190389.27589
12473,4744472.78242
12474,4106522.20041
12475,4579700.57674
12476,4658101.92546
12477,5427135.63845
12478,4157782.90053
12479,3773956.25619
12480,3719404.61617
12481,4898226.15729
12482,5359683.35642
12483,3909710.27853
12484,3893976.42566
12485,3909006.78815
12486,5129075.87635
12487,4251717.04586
12488,3492012.7443
12489,3783258.08192
12490,4603186.85165
12491,4178822.9113
12492,4668963.6971
12493,4913305.68412
12494,5496232.28645
12495,4920508.18083
12496,5122999.20163
12497,4187420.27697
12498,4108689.21744
12499,3754131.80654
12500,4280020.84708
12501,4559383.31246
12502,3920492.97653
12503,4018306.44593
12504,3345267.49334
12505,3459263.72416
12506,5892736.25253
12507,3376529.79417
12508,6048244.1114
12509,3995549.57195
12510,3796159.32169
12511,3377580.71051
12512,4688098.23524
12513,4908728.5164
12514,3464744.72694
12515,4006677.35554
12516,3024936.489
12517,3500027.22408
12518,5500255.73465
12519,3563728.47741
12520,4382330.29806
12521,3447501.19902
12522,4102774.64224
12523,4205718.37272
12524,4021621.75095
12525,4411306.80177
12526,4445114.76903
12527,3398492.21437
12528,3770647.72829
12529,5065957.70972
12530,4876161.12743
12531,4115232.41019
12532,4857410.20682
12533,3825425.39628
12534,5802836.64611
12535,4212694.03571
12536,4062818.57547
12537,3891650.36983
12538,3363142.72338
12539,4594254.1637
12540,4751393.61866
12541,4112444.63828
12542,4319630.3245
12543,4633661.71526
12544,3880844.48888
12545,4228389.53659
12546,4166524.11252
12547,4421682.74065
12548,4786874.65953
12549,4312066.60944
12550,4310671.92928
12551,3457402.90769
12552,4945589.41236
12553,4344447.00421
12554,4950670.50167
12555,4610888.10988
12556,3395591.81964
12557,4338675.05181
12558,3488736.57811
12559,4265598.13245
12560,4097564.60376
12561,4318456.17077
12562,4930338.59559
12563,3944490.41143
12564,3781162.71098
12565,4232329.80279
12566,4144015.0131
12567,4553613.8307
12568,4039347.38695
12569,2894176.89303
12570,4569739.27373
12571,3371753.33587
12572,4153305.87935
12573,3851179.8367
12574,3874708.08918
12575,4085809.38007
12576,4841796.47402
12577,3829388.92772
12578,3838110.31476
12579,4419594.78519
12580,4280220.75156
12581,4511941.22936
12582,3084845.46015
12583,3458956.20046
12584,5866273.29349
12585,4593020.8988
12586,4232867.12174
12587,4640189.10808
12588,3826917.59161
12589,3271918.50137
12590,5492949.88529
12591,3990671.19441
12592,4272428.73986
12593,3734010.30255
12594,3819119.81197
12595,4833385.05193
12596,3188103.89062
12597,3926546.32963
12598,4258714.1753
12599,3995435.09965
12600,4340135.31312
12601,3418563.5921
12602,3480832.61976
12603,4159000.18023
12604,3878462.21972
12605,5032828.13497
12606,4014840.91657
12607,4001086.06636
12608,3030079.65847
12609,5342383.48017
12610,4618123.82223
12611,4067561.844
12612,4245202.98396
12613,4351242.12651
12614,4378086.35908
12615,3586941.34337
12616,3989939.32521
12617,3148505.46412
12618,4255247.05204
12619,3750998.91893
12620,3987770.42265
12621,4118352.51203
12622,5021889.16171
12623,3997638.99381
12624,3883095.15689
12625,4425582.07289
12626,4613893.3787
12627,3636737.55665
12628,4951269.9266
12629,3417334.29206
12630,4698189.01357
12631,5600085.85342
12632,3767286.51251
12633,4873763.75039
12634,4666184.18344
12635,4526152.04606
12636,4102126.05901
12637,3843855.28869
12638,3820421.50896
12639,3579684.28946
12640,4354797.40034
12641,4767638.95466
12642,4208990.43515
12643,4506061.4304
12644,4404444.61279
12645,3392138.94138
12646,3491182.82411
12647,4339412.55178
12648,3870672.47617
12649,3502406.58385
12650,4542669.7383
12651,4098852.3602
12652,3697595.09101
12653,4358894.04622
12654,3770313.2459
12655,4047089.71002
12656,4442472.94976
12657,4203839.34084
12658,4295365.36974
12659,4370727.43628
12660,3711177.87491
12661,4193368.22
12662,4144255.85943
12663,4987046.32652
12664,4337357.60784
12665,4799133.98513
12666,5298802.44292
12667,4803169.32052
12668,4299658.56647
12669,4798921.39864
12670,6968483.70073
12671,6308263.67792
12672,3845672.89187
12673,3781426.46307
12674,3736094.3285
12675,3516354.44615
12676,3689215.98706
12677,3430763.13163
12678,4431207.43613
12679,5605677.64154
12680,3595552.46618
12681,4785713.49048
12682,4066952.26741
12683,3589547.53943
12684,4214452.28761
12685,4515316.0016
12686,3834172.0535
12687,4213520.52851
12688,4115972.20163
12689,4699684.08549
12690,2900899.06282
12691,4512490.42038
12692,4508085.5077
12693,3849912.71027
12694,4669710.4828
12695,4179509.77589
12696,3995150.12122
12697,3380142.82175
12698,4445411.89335
12699,4016134.23037
12700,3506573.72985
12701,5904918.15732
12702,3559605.97226
12703,4083177.49066
12704,4838510.29331
12705,4276460.65494
12706,3967393.87039
12707,4685155.88107
12708,4032263.33303
12709,4060508.75461
12710,4528311.26451
12711,4865839.79672
12712,3297360.94693
12713,3745293.93115
12714,3436205.77969
12715,3739939.11714
12716,3893553.8489
12717,4449892.82573
12718,4051388.97324
12719,3919575.99309
12720,4150822.77197
12721,4789375.40512
12722,5006874.84923
12723,3906066.8667
12724,4656517.95541
12725,4710501.74693
12726,3946561.8114
12727,4630382.98003
12728,5077113.1027
12729,4868421.94744
12730,4356541.30986
12731,4104633.80906
12732,4559402.04237
12733,4648935.42865
12734,3790850.77199
12735,4577003.49895
12736,4689212.06548
12737,4435915.16709
12738,5018181.18232
12739,3777525.75482
12740,3581047.06208
12741,4480778.55645
12742,3704335.77832
12743,3912865.74662
12744,3569954.77285
12745,4272210.76187
12746,7842478.13935
12747,5211266.08184
12748,4469412.86716
12749,4027588.90475
12750,4445146.53189
12751,5819240.57447
12752,3647843.62827
12753,4552685.69958
12754,4335058.29475
12755,5578843.65164
12756,4903520.26703
12757,3366891.17406
12758,4704689.18428
12759,4162501.55476
12760,4340020.0796
12761,4913023.59238
12762,4778381.79386
12763,4068705.04521
12764,3425495.39528
12765,4846573.16166
12766,3711173.82455
12767,4116035.01235
12768,4236024.83946
12769,5771030.58115
12770,2717994.17277
12771,4837707.8312
12772,4127504.78856
12773,4353978.77646
12774,4180550.19614
12775,4292194.78301
12776,4509839.55925
12777,4210653.73131
12778,4424253.70233
12779,3474978.62502
12780,3560466.90168
12781,3594046.01062
12782,4276571.69255
12783,4865917.31253
12784,3744350.68785
12785,4747481.42574
12786,4637258.10198
12787,6243423.78098
12788,4208610.8339
12789,4590392.7631
12790,4102566.51005
12791,3867108.21601
12792,4097996.22548
12793,4182131.42677
12794,4886253.86073
12795,4437519.18149
12796,4259289.70128
12797,4501785.99854
12798,4537324.241
12799,4999492.26385
12800,3875218.02357
12801,4197404.33728
12802,3804195.89507
12803,5190468.13021
12804,4429197.81151
12805,3968588.68983
12806,5006580.65968
12807,4141974.28202
12808,5035699.09992
12809,5188082.70749
12810,4212429.64761
12811,4310985.43406
12812,3670956.02013
12813,5845661.45472
12814,4380812.6007
12815,4606704.75778
12816,4838517.41699
12817,4206964.70771
12818,4585607.20051
12819,5088246.92031
12820,4443851.32469
12821,4231119.66427
12822,5219625.69234
12823,4458281.39836
12824,4678261.81638
12825,4912885.19736
12826,3932758.6711
12827,4271445.33136
12828,4269352.66785
12829,4606410.99584
12830,3431504.27156
12831,4580879.5948
12832,2569298.67618
12833,4535958.64294
12834,4096322.56168
12835,4248572.39638
12836,3932851.58816
12837,3560017.85633
12838,4647945.9154
12839,3855792.32563
12840,4377391.01298
12841,4328616.9979
12842,4205562.67695
12843,4474500.77214
12844,3480773.98922
12845,4439289.54737
12846,4360830.23622
12847,4863335.3387
12848,3710566.26145
12849,5297823.36006
12850,3794817.19174
12851,4408202.7927
12852,3760454.48772
12853,4558868.30745
12854,3501442.83028
12855,4980444.21828
12856,6070755.48664
12857,5159957.6447
12858,5834261.17162
12859,4138905.8294
12860,4493223.97714
12861,3887786.88305
12862,3251141.77088
12863,4170518.08796
12864,4761239.66017
12865,4621612.11225
12866,4388617.16501
12867,3842696.10899
12868,4412202.26392
12869,4406998.70679
12870,4149338.66223
12871,5400660.61217
12872,3410766.69643
12873,5296780.51295
12874,4373949.1228
12875,4688576.99424
12876,4207754.06593
12877,4045716.00429
12878,4212477.87626
12879,4892191.01251
12880,4007632.05324
12881,3775854.92599
12882,3485362.91384
12883,4799989.24208
12884,3149920.86892
12885,5007586.25528
12886,4383486.97573
12887,4410817.48774
12888,5040081.45388
12889,4078746.16532
12890,6880737.44236
12891,3814170.44803
12892,4047244.90744
12893,4537960.36009
12894,3750307.79339
12895,3946963.69866
12896,4300889.43077
12897,4085622.51761
12898,4589674.66176
12899,4189803.94926
12900,3931518.34089
12901,4839285.36158
12902,4229770.58731
12903,3758157.83618
12904,3742318.00657
12905,4147622.39302
12906,3834605.09159
12907,3782798.3427
12908,4524772.0688
12909,4087795.16397
12910,4627131.91775
12911,3334837.40054
12912,3822198.6982
12913,4078867.27669
12914,4118783.66647
12915,4151274.04471
12916,3181358.53586
12917,4464972.86458
12918,4820956.23301
12919,4791424.7644
12920,4406980.4087
12921,3928633.52546
12922,4399558.3928
12923,4367542.22998
12924,4735774.94535
12925,4025079.06535
12926,4949000.05462
12927,4178969.63908
12928,3786677.55557
12929,3406564.4986
12930,3966094.79466
12931,3880400.9735
12932,4392443.93159
12933,4084921.1889
12934,3485535.44107
12935,4225877.45724
12936,4419558.14113
12937,4074634.58731
12938,4109536.52458
12939,4095321.75425
12940,4125629.4124
12941,4262407.8834
12942,3900087.26456
12943,4417478.25043
12944,4577859.30473
12945,4652937.73141
12946,3981300.74745
12947,4397169.33288
12948,4190091.04209
12949,3954591.30781
12950,4827751.966
12951,4082706.90166
12952,3907188.98443
12953,5434780.03663
12954,4678139.23507
12955,5135945.78909
12956,4729409.28207
12957,4377752.53618
12958,3602890.02404
12959,4037290.98403
12960,5136664.46502
12961,4815938.18506
12962,4388281.06561
12963,5306156.19074
12964,4082293.2301
12965,4268509.42067
12966,3793987.20842
12967,4257345.50584
12968,5339659.947
12969,3683252.91768
12970,3963242.29954
12971,4166045.80608
12972,4577799.03871
12973,3566743.1858
12974,3247650.35301
12975,4151690.52315
12976,4364059.24205
12977,3921317.59573
12978,4828219.49195
12979,3408742.06703
12980,4964112.40912
12981,3872751.2575
12982,4065236.84779
12983,5606046.80168
12984,3208171.72376
12985,4987741.16479
12986,3793812.03239
12987,4140244.15211
12988,4048482.00402
12989,3589697.54259
12990,5081256.67021
12991,4357515.90915
12992,5005078.38829
12993,3771585.54746
12994,4157053.84175
12995,4081702.85244
12996,3608816.25287
12997,4926528.31303
12998,3797802.65543
12999,4341748.51936
13000,4350257.40065
13001,5754641.3065
13002,5389947.80283
13003,3916539.49705
13004,4318388.60802
13005,4430321.55143
13006,3178943.20081
13007,4324734.18537
13008,3561584.32763
13009,4499196.33402
13010,4070257.85312
13011,4824494.13126
13012,5019578.90084
13013,5528036.08085
13014,4003561.23558
13015,4463359.73341
13016,3904348.71867
13017,3346526.26526
13018,3950556.09866
13019,4510483.06422
13020,4702581.03221
13021,4689557.37596
13022,4406332.33969
13023,5314826.44418
13024,3162802.5317
13025,3602355.63298
13026,5297155.00851
13027,4411846.7477
13028,3833212.55905
13029,3982435.09099
13030,3607085.88638
13031,4195821.91279
13032,3782803.03341
13033,4248162.8795
13034,4002081.39222
13035,4112416.40272
13036,4605619.93171
13037,4525261.00478
13038,4323176.27849
13039,5204739.97888
13040,3809703.23825
13041,4937680.20688
13042,4241706.83376
13043,4883685.58564
13044,3610529.51581
13045,4550473.59794
13046,4462339.78498
13047,3671693.02431
13048,4257627.58147
13049,4487935.45796
13050,4362625.8438
13051,4376501.9633
13052,3849714.91
13053,4153680.96593
13054,4577574.09025
13055,7330990.37492
13056,4507386.28419
13057,3978270.99308
13058,4176679.06821
13059,4677720.29069
13060,3300349.97676
13061,5200939.21936
13062,4394464.36619
13063,5019883.04728
13064,6254061.7169
13065,4339182.46449
13066,4625152.8105
13067,3670148.41336
13068,3329243.75158
13069,3263440.84436
13070,3632774.74687
13071,4553323.49524
13072,4185925.63683
13073,4183767.97134
13074,4589175.63242
13075,4295807.61962
13076,4226454.17599
13077,4025753.84578
13078,3763218.48459
13079,4327329.97691
13080,3754522.2718
13081,4808777.09311
13082,4337886.90451
13083,3866911.55508
13084,4882311.58088
13085,4968427.2837
13086,3979911.95414
13087,4738266.75004
13088,4256000.56046
13089,5315503.49943
13090,4916679.17818
13091,4629958.93338
13092,5529291.00708
13093,3431212.15552
13094,4860118.93058
13095,3919720.93389
13096,3599173.62826
13097,3473948.04797
13098,4974985.71063
13099,3842077.39111
13100,4685536.91398
13101,3823135.81031
13102,4310052.32004
13103,3929624.07743
13104,4153809.96134
13105,4484852.50473
13106,4119940.43407
13107,4162915.28107
13108,3513072.8902
13109,4799588.47722
13110,5896158.46734
13111,4793149.09534
13112,4551222.78454
13113,4316230.56514
13114,3858385.67512
13115,4297502.9691
13116,3960106.51705
13117,4671054.99808
13118,3182009.21268
13119,3731389.47439
13120,5531750.0977
13121,4505670.1304
13122,3432307.67385
13123,4762176.88219
13124,3912653.14254
13125,6071358.48352
13126,4243853.94242
13127,3587208.55937
13128,3891566.76816
13129,3400706.87611
13130,4523121.10675
13131,4816094.55975
13132,5438410.98734
13133,5030009.22514
13134,4084086.53695
13135,4900854.8202
13136,4610743.52497
13137,4506515.7215
13138,3885255.16275
13139,4386858.02564
13140,6496886.79125
13141,4717484.0959
13142,4001881.13953
13143,4751411.0306
13144,4677943.64422
13145,4402961.93535
13146,4006484.77592
13147,4378783.13407
13148,4123812.17444
13149,3795425.57199
13150,4305903.09982
13151,3776003.49042
13152,5102266.28023
13153,3231497.39611
13154,3621370.16595
13155,3998696.4359
13156,4435554.5133
13157,4294900.52574
13158,5128417.22863
13159,3558900.68359
13160,3432487.55521
13161,5100127.07756
13162,3827354.04258
13163,4851544.91202
13164,3862078.61217
13165,4298423.19472
13166,4696832.61375
13167,4876482.74374
13168,4426974.15461
13169,4274775.80577
13170,4235867.40414
13171,4238040.66376
13172,4238851.07766
13173,4972839.01609
13174,3561246.92694
13175,3766185.67011
13176,4169119.13228
13177,3788305.00775
13178,5088501.60555
13179,4121033.68614
13180,4445052.4796
13181,3737503.5187
13182,3881753.5551
13183,4041706.57974
13184,4678344.13902
13185,5031383.9409
13186,4570487.95088
13187,6146471.32133
13188,5214449.82444
13189,5564180.4157
13190,4503145.14994
13191,4853503.75279
13192,4055739.32522
13193,3375212.41568
13194,3735155.5394
13195,4253423.06421
13196,3714002.87984
13197,5338419.33505
13198,4937459.72207
13199,5302698.30256
13200,3941537.01593
13201,4298041.51655
13202,4218056.37456
13203,4764625.59205
13204,4172388.85269
13205,4585055.01418
13206,4227586.2199
13207,4783518.69912
13208,4668226.68978
13209,3797547.26387
13210,4411909.60463
13211,4035157.10169
13212,4188697.37633
